train_frac,test_frac,train_mean,train_std,test_mean,test_std
0.05,0.95,0.7543971165600544,0.029557640787814372,0.33060990805591495,0.030541245135551738
0.1,0.9,0.6866142716166271,0.028810820691157504,0.44777964068524306,0.02298814192071455
0.15,0.85,0.6235981709264065,0.04721377224910058,0.4995935486100569,0.022995301593684427
0.2,0.8,0.6288077115857159,0.03325865103430452,0.5151357487577102,0.01946479035848942
0.25,0.75,0.6038005195884362,0.0328061213684988,0.5170600459555572,0.012205745931957692
0.3,0.7,0.5858911582164469,0.03893289152804363,0.5146435478899318,0.014291431297344418
0.35,0.65,0.5829485259577716,0.03334042915575482,0.5223675723320742,0.013435249385464608
0.4,0.6,0.581118034523809,0.012636705555060242,0.5164887025969206,0.015046384563609178
0.45,0.55,0.5916590697300782,0.023059547261413543,0.5280822068771494,0.021424679030369452
0.5,0.5,0.5774050725899199,0.009619311271001232,0.539264600365909,0.02314154669077066
0.55,0.44999999999999996,0.5887132699074804,0.02094599156091981,0.5262447184212691,0.027673487500029726
0.6,0.4,0.5764674293830809,0.015356306226028044,0.5471002252421171,0.023968217505266707
0.65,0.35,0.5711153556873529,0.004954662831322637,0.5532957774415574,0.029289812135740858
0.7,0.30000000000000004,0.575456027471423,0.008198319599240127,0.5583906375863433,0.03273038427188147
0.75,0.25,0.5822064578981381,0.008413026435737042,0.524058218088169,0.02897429230611708
0.8,0.19999999999999996,0.5777090746552489,0.010685980588894379,0.5484231634531798,0.03482552482884958
0.85,0.15000000000000002,0.5770542268810597,0.006110445293316436,0.5648067110620898,0.041890572719120035
0.9,0.09999999999999998,0.5736128833678773,0.0049990241638910825,0.5965562929620708,0.04529344018478968
0.95,0.050000000000000044,0.5799182613998737,0.004513109828801461,0.4524492488143011,0.08111846118999866
