train_frac,test_frac,train_mean,train_std,test_mean,test_std
0.05,0.95,0.37085921325051757,0.041843426583943355,0.24297903330611242,0.029214175312888252
0.1,0.9,0.3859306538591169,0.041223260679057815,0.2938952053337808,0.030670159713680572
0.15,0.85,0.4165494586201108,0.040370643108435626,0.33024610452246395,0.03316717700316268
0.2,0.8,0.4249222596520914,0.035935472991339125,0.35658388216233894,0.0217558989604309
0.25,0.75,0.4657238455952931,0.021548676428664044,0.37933068882905313,0.014230345271026953
0.3,0.7,0.4529692142784123,0.022840929062523826,0.39836560816617406,0.007730156217934249
0.35,0.65,0.44175781064862596,0.021610086272305862,0.3970635165947,0.035069896061489726
0.4,0.6,0.463650050157569,0.02788604885892743,0.398553806324934,0.010067807135928268
0.45,0.55,0.4647570312597392,0.03633423747262487,0.38894422384356986,0.028961683194536455
0.5,0.5,0.46785912054676626,0.028564601256582306,0.39082434235404767,0.03207170028112839
0.55,0.44999999999999996,0.46117857415421903,0.019104078005762422,0.37755204021492095,0.017475612207293875
0.6,0.4,0.4583337971163889,0.009098988756864677,0.3925297098420022,0.01595253160748516
0.65,0.35,0.45200012850829924,0.012334850486082388,0.41491882073832304,0.027898974647291117
0.7,0.30000000000000004,0.4615952907956869,0.00882250750549329,0.4208724773087432,0.0218363394277669
0.75,0.25,0.4761487045916879,0.01816740446594842,0.4162165775846874,0.0410011001493511
0.8,0.19999999999999996,0.4851661361430083,0.018111197059062244,0.41769034882019823,0.02774203984666399
0.85,0.15000000000000002,0.4765766716147427,0.01219174951237715,0.42049388674388677,0.03575988379960723
0.9,0.09999999999999998,0.46583044382074695,0.020070810770452086,0.4586369059656218,0.05567352634579788
0.95,0.050000000000000044,0.48058317425194375,0.016518260025183973,0.4509771629336846,0.0851176729861096
