train_frac,test_frac,train_mean,train_std,test_mean,test_std
0.05,0.95,0.32809904221217195,0.024003509570095907,0.21192156111733057,0.02837140292503895
0.1,0.9,0.3397200589721639,0.03168813349126327,0.26192259496147574,0.02976186558440333
0.15,0.85,0.374135867772307,0.03017457046680425,0.29879984522658387,0.02602761488191618
0.2,0.8,0.39800797330053983,0.04855872350524308,0.33089608754688377,0.034084174329936344
0.25,0.75,0.45249373516310154,0.02024156591807083,0.3631580318737083,0.02112819027359472
0.3,0.7,0.4390394560804397,0.02051411259485899,0.38695973937434297,0.007700116265514385
0.35,0.65,0.43697709755877057,0.018204452578810284,0.39062836900874565,0.02733422784294811
0.4,0.6,0.4642207513180196,0.029035430532287264,0.4011454399700785,0.018399761585745498
0.45,0.55,0.464408191653385,0.0319900278218589,0.3873397257522907,0.03161040667575081
0.5,0.5,0.468213841144824,0.029447298478686598,0.3855202544633539,0.025593829510720742
0.55,0.44999999999999996,0.45933852163796124,0.014715450436695157,0.3729178014001403,0.019221138352854134
0.6,0.4,0.45761875579495753,0.004083116061901752,0.386526093649511,0.020965507824176607
0.65,0.35,0.44708501327295125,0.014527297980048716,0.40213844589522746,0.03136812036199064
0.7,0.30000000000000004,0.45716246653831777,0.009612595269999845,0.4109184582058729,0.02419649681851356
0.75,0.25,0.47436152971565415,0.023490525561687143,0.41590492139601043,0.04517224005473728
0.8,0.19999999999999996,0.4894729288820307,0.027972359331256268,0.41621408437968677,0.02573354575597156
0.85,0.15000000000000002,0.4825658298258128,0.024880918123929348,0.4220803682491218,0.035983997043069614
0.9,0.09999999999999998,0.4723881835804405,0.02374609744226367,0.4602700544325439,0.054874101760866136
0.95,0.050000000000000044,0.48472578343894523,0.02356699942108476,0.44982971770834845,0.0981249094595675
