train_frac,test_frac,train_mean,train_std,test_mean,test_std
0.05,0.95,0.7600418406635036,0.05298348200579878,0.290063507707189,0.06476101863498786
0.1,0.9,0.6728891562993873,0.06298459809810884,0.3747071418173002,0.05609262417106958
0.15,0.85,0.6443914783868251,0.06801764071287553,0.38652212987217005,0.03285051255588707
0.2,0.8,0.5441216011760416,0.09376133591986006,0.3385905467315145,0.026654137038728282
0.25,0.75,0.49757266232190644,0.0697863041716564,0.31195391221797164,0.061423825625894296
0.3,0.7,0.5668514783276261,0.04683901331046531,0.43325840168527974,0.018078826158706044
0.35,0.65,0.5352322899436752,0.07987847330919022,0.39433367645451267,0.021306144876835915
0.4,0.6,0.4890634117923118,0.07427020722681543,0.4138924269496559,0.07931264387378192
0.45,0.55,0.4393742751229189,0.07166720702619493,0.3304476133845144,0.0595994092850979
0.5,0.5,0.4553299725508878,0.08811336527335292,0.3233993567764281,0.05424644766305608
0.55,0.44999999999999996,0.47303208584491674,0.029199225069946443,0.4470296716774575,0.03165368547073083
0.6,0.4,0.4179705453030378,0.050293504807195064,0.41091024764265976,0.03482857691160601
0.65,0.35,0.43470797578524695,0.02537838667467964,0.3769420164354774,0.04675817729902887
0.7,0.30000000000000004,0.4190016851480893,0.06689054532941299,0.41144825379324235,0.06269176821710994
0.75,0.25,0.37234945836974387,0.03841520541575685,0.3873657136750273,0.03799179712180621
0.8,0.19999999999999996,0.42120148776862426,0.07250961804594325,0.3664299584263423,0.07245283109565988
0.85,0.15000000000000002,0.423733132100221,0.05431813070975836,0.40918749861524073,0.034573283400125596
0.9,0.09999999999999998,0.39257727540839493,0.1101125947443357,0.40181373042521507,0.041840174728111364
0.95,0.050000000000000044,0.4400224670198106,0.06272996592013337,0.24351772568297986,0.043034469781298185
