train_frac,test_frac,train_mean,train_std,test_mean,test_std
0.05,0.95,0.6507276227111749,0.09456575027503361,0.255302844120362,0.01796963908060335
0.1,0.9,0.7299538578843853,0.0468797275197704,0.3831833957935571,0.017832724320972874
0.15,0.85,0.7196234894699108,0.05421431339858828,0.40271214789422477,0.020422396899365428
0.2,0.8,0.7587539190982451,0.054034189559143755,0.44213394060511124,0.019238797052757127
0.25,0.75,0.7438193378230038,0.04811220562842378,0.44550205243460345,0.01269145473669983
0.3,0.7,0.8010220771672572,0.010952939302760695,0.48035394573220397,0.03162373913607281
0.35,0.65,0.8132894307791471,0.025497179456699586,0.5066418772660277,0.033219277052957547
0.4,0.6,0.7805349144008258,0.02607884841208081,0.4708092891413421,0.01369520351458516
0.45,0.55,0.8031824208723968,0.019608644579128566,0.49423643226623043,0.02424965467939484
0.5,0.5,0.7806999398036905,0.030979490220277253,0.4704757435032175,0.01373751577551006
0.55,0.44999999999999996,0.8094461364066527,0.020514464859892667,0.5068077331895872,0.052548721948074355
0.6,0.4,0.7862502764944723,0.01300587545337253,0.5340084341443007,0.04741771550532514
0.65,0.35,0.8061260788376254,0.016200284547006723,0.5600152694662387,0.04041641184690608
0.7,0.30000000000000004,0.7834104152466365,0.01838073932244235,0.5823719312629766,0.03969439563416832
0.75,0.25,0.7834833096397403,0.014686538634948409,0.5757412822414789,0.06438090797983656
0.8,0.19999999999999996,0.7964064182886507,0.007502553518109131,0.5730209362348111,0.043066509104879795
0.85,0.15000000000000002,0.7847809676843569,0.00981679637438647,0.606531092432915,0.02180175604805846
0.9,0.09999999999999998,0.7863549879768137,0.012113300962994315,0.628685806160831,0.07496235550322163
0.95,0.050000000000000044,0.7872965181105085,0.007745996779247794,0.51190151299776,0.06640101663686092
